SSN,Char,Other_ID,Other_ID_2,Char_type,Source,Pyrolysis_Unit,Class,Feedstock,Temp.,Naphthalin (mg/kg),2-Methylnaphthalin,1-Methylnaphthalin,∑Naphthaline,Acenaphthylen,Acenaphthen,Fluoren,Phenanthren ,Anthracen,Fluoranthen,Pyren,Chrysen,Benzo(a)anthracen,Benzo(b+k)fluoranthen,Benzo(a)pyren,"Dibenzo(a,h)anthracen","Indeno(c,d)pyren","Benzo(g,h,i)perylen",∑ PAK nach EPA (mg/kg),Bulk Density (Mg/m-3),External_Surf_Area_N2_(m2/g),Surf_Area_(m2/g),pH,EC_(uS),Ash_avg,Fixed_Carbon_avg,volatile_mass,CEC_(mmol/kg),exchg_Ca_(mmol/kg),exchg_K_(mmol/kg),exchg_Mg_(mmol/kg),exchg_Na_(mmol/kg),exchg_P_(mmol/kg),Ca_(mg/kg),K_(mg/kg),Mg_(mg/kg),Na_(mg/kg),15N,Yield_(w/w),Moisture_105avg,labile_mass_avg,Fixed_Carbon_avg,Ash_Free_Mass_avg,Volatiles_ash_free_avg,C_tot_avg,N_tot_avg,C_tot_to_N_(w/w),Corg_(w/w),Cinorg,H_tot_(w/w),O_ult,Oc_[A_ Si_Fe],Oc_[Al_Si_Fe_Ca],Oc_[Al_Si_Fe_Cinorg],Oc_[Cinorg],mg_Al2O3_O_per_kg_char,mg_SiO2_O_per_kg_char,mg_Fe2O3_O_per_kg_char,mg-CaCO3-O/kg char,Corg_to_N_(w/w),Ctot_to_N_(mol_to_mol),Htot_to_Ctot_(molar),Oult_to_Ctot_(molar),Htot_to_Corg_(molar),Oult_to_Corg_(molar),Oc_[Al_Si_Fe]_to_Corg_(molar),Oc_[Al_Si_Fe_Ca]_to_Corg_(molar),Oc_[Al_Si_Fe_Cinorg]_to_to_Corg_(molar),Oc_[Cinorg]_to_Corg_(molar),pHKCl4.5_avg,P_avg_(mg/kg),S_avg_(mg/kg),Fe_avg_(mg/kg),Mn_avg_(mg/kg),Zn_avg_(mg/kg),Cu_avg_(mg/kg),Mo_avg_(mg/kg),B_avg_(mg/kg),Ni_avg_(mg/kg),Cr_avg_(mg/kg),Co_avg_(mg/kg),As_avg_(mg/kg),Cd_avg_(mg/kg),Pb_avg_(mg/kg),Al_avg_(mg/kg),Ba_avg_(mg/kg),Cd2_avg_(mg/kg),Fe2714_avg_(mg/kg),K4047_avg_(mg/kg),Se_avg_(mg/kg),Si_avg_(mg/kg),Sr_avg_(mg/kg),Ti_avg_(mg/kg),V_avg_(mg/kg),Y_avg_(mg/kg),BJH_Pore_Vol_(cc/g),DFT_Pore_Vol_(cc/g),Decomposition_36_month_perc_remaining,C Stability (%C),Dioxin/Furan (ng/kg i-TEQ),PCBs (ng/kg),Pore Diameter (nm)
WA078248,Hazelnut Shells 400°C,MIR057,,woody,Cornell ,,woody biomass,Hazelnut,400,,,,,,,,,,,,,,,,,,,,0.411,1.6,493,7.66,14.2,0.0169,0.5483,0.4348,102,11,18,1,1,298,2821,4285,554,488,1.88,0.343,0.052379859,0.014272532,0.55768733,0.983117492,0.440503894,0.758,0.0051,158,0.772025733,-0.014436875,0.033184711,0.187375284,0.187332243,0.029762852,0.245079744,0.245122785,24.9538662,5.446553601,12.64091675,3378.818236,155.3796967,177.8130285,0.521951354,0.185652905,0.512190867,0.182181197,0.182139349,0.028937819,0.238286077,0.238327925,#DIV/0!,298.1679876,161.7021727,29.41646668,13.4546302,10.11515299,9.352853704,0.326532864,9.872587746,0.047299698,0.121269673,0.242320197,-0.293459554,0.076265306,0.218188948,28.05230459,12.59833653,0.029922316,26.17697522,4586.55212,0.839895651,4.781052833,21.68555294,0.686161715,0.101522854,-0.044225428,0.002,0.09,,,,,
WA078249,Hazelnut Shells 450°C,MIR058,,woody,Cornell ,,woody biomass,Hazelnut,450,,,,,,,,,,,,,,,,,,,,,2.3,487.2,#DIV/0!,#DIV/0!,0.012845678,0.517163742,0.46999058,116.9478442,18.99780903,39.90121864,4.314049928,4.314049928,,2598.099555,4747.73978,489.855704,243.6287914,,0.327,0.037759407,0.001042609,0.523893509,0.987154322,0.476106491,0.784586775,0.004596679,170.6855815,0.793737013,-0.009150237,0.029482613,0.168488255,0.16847692,0.026359781,0.205077869,0.205089205,18.62285697,-22.23399214,14.94672414,3111.496473,172.6762008,199.0509907,0.447765415,0.16119504,0.442603555,0.159336776,0.159326056,0.024928043,0.193939017,0.193949736,#DIV/0!,276.6548317,568.2893369,34.78227263,25.77023953,5.162247964,10.2475393,-0.435893449,10.86036566,-0.544901416,-0.204336614,-0.058771733,-2.439882137,-0.17541451,-4.627566169,20.93519504,11.07077415,-0.090016663,30.61763926,577.1867757,-1.256166764,-19.51727623,19.63621794,0.962951102,-0.225393496,-0.159269134,0.003,0.09,,,,,
WA078250,Hazelnut Shells 500°C,MIR059,,woody,Cornell ,,woody biomass,Hazelnut,500,,,,,,,,,,,,,,,,,,,,0.464,3.8,521,8.6,10.6,0.0194,0.6088,0.3719,118,21,41,4,3,275,2693,4297,494,447,3.48,0.319,0.046069238,#DIV/0!,0.62078151,0.980647825,0.37921849,0.801,0.0051,177,0.806296039,-0.005811638,0.030195576,0.145388319,0.145328909,0.026910431,0.16857546,0.16863487,35.39656802,11.99012566,12.02289056,3225.735467,176.0652985,203.8447927,0.44948584,0.136332584,0.446246026,0.135349923,0.135294615,0.02505239,0.156936099,0.156991407,#DIV/0!,274.6047925,152.3863267,27.97826825,15.21163811,13.06008354,9.504904231,-0.107798825,10.92538574,-0.260721427,0.190542903,0.219433565,-0.882952041,0.103234117,0.588794245,39.79164188,10.36262634,0.060458942,27.1099645,4305.834414,0.558111998,10.52508218,19.55324992,2.435909561,0.102042716,-0.029527476,0.009,0.09,,,,,
WA078251,Hazelnut Shells 550°C,MIR060,,woody,Cornell ,,woody biomass,Hazelnut,550,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.014347513,0.568722227,0.41693026,103.254878,14.09633322,29.25007949,1.682731545,-1.385382205,,2823.047023,5120.6951,563.45867,385.6543757,,0.305,0.031938326,0.002157547,0.577000753,0.985652487,0.422999247,0.839355155,0.004701949,178.5121635,0.845850589,-0.006495434,0.026568275,0.115027108,0.114998551,0.023158823,0.140980287,0.141008844,24.09956148,-17.56013847,22.0176136,3380.894638,179.8935978,208.1782345,0.377175218,0.102867329,0.374278824,0.102077393,0.102052051,0.02055161,0.125108772,0.125134114,#DIV/0!,347.7928631,128.2658381,51.23682164,29.26297547,12.48626069,10.779004,-0.082687665,11.42881281,0.135423827,0.027388129,0.1285689,0.079707444,-0.007085451,3.173924596,27.0919237,11.26900935,0.004412699,52.16076882,4072.815235,-1.410258737,-15.41450905,21.48909362,1.37717254,0.13168471,0.020427186,#DIV/0!,#DIV/0!,,,,,
WA078252,Hazelnut Shells 600°C,MIR061,,woody,Cornell ,,woody biomass,Hazelnut,600,,,,,,,,,,,,,,,,,,,,0.449,0.9,632,8.85,18.8,0.0218,0.6819,0.2963,56,12,27,2,0,329,3262,5162,587,407,3.53,0.293,0.043159452,#DIV/0!,0.697068174,0.978203909,0.302931826,0.841,0.0052,181,0.879390744,-0.038308439,0.023148557,0.109384017,0.109324366,0.019182526,0.262558124,0.262617774,26.58297098,14.81064422,18.2565765,3906.381042,191.6288592,213.7396173,0.327952537,0.097619908,0.313666112,0.093367343,0.093316427,0.016373704,0.224112766,0.224163682,#DIV/0!,329.1835778,173.0856074,42.48457489,21.35374291,20.45234469,9.917872251,0.444327492,6.187148449,1.22708178,2.610444515,0.208856571,0.010662985,0.056335959,1.491657183,29.88368988,12.67929011,-0.015088611,42.10784816,5061.565157,-0.978964908,13.00096863,21.76060355,-0.348730437,0.23848606,-0.032848912,0.003,0.1,,,,,
WA078253,Iowa Corn 500°C,MIR062,,annual,Cornell ,,woody biomass,Hazelnut,500,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,1019,#DIV/0!,#DIV/0!,0.283312803,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,11383.71593,10101.05072,5059.050852,413.1661726,,,0.039318054,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,4526.983006,530.430893,2453.35205,13633.19273,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1768.501487,247.728741,5709.154666,319.6936698,52.48759517,36.41110143,5.646494229,14.89143391,16.40323743,24.50516487,2.840182962,2.397385137,0.24170527,5.309032375,5089.083396,83.53884149,0.15936833,5154.042981,9919.205876,-1.110539689,465.6188683,26.24619198,98.75037151,14.29137059,2.305444656,#DIV/0!,#DIV/0!,,,,,
WA078254,Japanese Golf Course,MIR064,,annual,Cornell ,,grass,Corn,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,883,0.088342595,0.677120478,0.234536926,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,1317.078438,10794.00044,1407.047108,1539.140741,,,0.037544858,0.00858,0.742735675,0.911657405,0.257264325,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,3312.959004,197.2583404,2921.112519,1577.339447,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,506.8456535,744.9555572,6797.672257,73.94681206,19.47488771,30.38943196,-0.686678102,8.135836322,5.667285849,5.475870079,2.280054596,0.411913611,1.523914446,6.400531493,3724.31808,5.781293312,1.369053639,5944.419109,10756.49868,-0.251350996,173.155837,12.92845583,163.0024649,11.88453503,0.970266604,#DIV/0!,#DIV/0!,,,,,
WA078255,Kate's Wetland,MIR065,,annual,Cornell ,,grass,,450,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,81.8,0.385540718,0.298871177,0.315588105,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,2912.115803,1775.654348,254.6877016,208.268578,,,0.017948422,0.004862237,0.486397041,0.614459282,0.513602959,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,442.5571844,84.46391853,203.5233965,3487.563836,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,72.8006952,70.02781354,473.615904,74.27493632,3.773341612,10.07937365,1.056586185,9.368200928,5.491397813,32.91705115,0.367314771,1.1284113,0.886005949,-3.841741914,497.5080348,32.09620342,0.714647464,472.2286776,1538.27544,-2.80551814,74.14348349,13.67958956,3.103884216,0.394432823,0.259333878,#DIV/0!,#DIV/0!,,,,,
WA078256,Kuikui (non-carbonized),MIR066,,woody,Cornell ,,,,950,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,
WA078257,Macadamia Nut (non-carbonized),MIR068,,woody,Cornell ,,crop waste,Macadamia,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.006858431,0.293057885,0.700083685,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,0.032197087,0.025238517,0.295081682,0.993141569,0.704918318,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,
WA078258,Musgrave,MIR069,,,Cornell ,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,1537,0.641879248,0.101208719,0.256912034,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,0.03862618,#DIV/0!,0.282610594,0.358120752,0.717389406,0.291016056,0.003023434,96.2534748,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,112.2493731,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,
WA078259,Oak 300°C,MIR070,,woody,Cornell ,,woody biomass,Oak,300,,,,,,,,,,,,,,,,,,,,0.264,nd,163,4.25,11.6,0.0035,0.3852,0.6113,414,4,6,1,3,6,752,725,46,297,bd,0.451,0.036034849,0.013389474,0.386532649,0.996544951,0.613467351,0.639,0.0013,520,0.639370073,-6.92E-05,0.048149547,0.307787092,0.30777462,0.047236823,0.30805122,0.308063693,4.123249663,6.119713668,2.229440328,900.2515213,489.0436848,570.2538021,0.897454496,0.361383314,0.897357433,0.361344229,0.361329586,0.055456365,0.361654317,0.36166896,#DIV/0!,5.951285501,78.1816178,5.18809343,11.61404981,5.092713158,17.1168841,1.344169369,2.453278555,0.103207107,0.037519123,0.178977618,1.216436439,-0.074839621,4.788787388,4.635219829,17.82738128,-0.045825882,3.732850825,874.5019324,0.213724933,5.371961154,5.875651396,-0.279686544,0.025988312,-0.040962409,#DIV/0!,#DIV/0!,88.07260357,,,,
WA078260,Oak 350°C,MIR003,,woody,Cornell ,,woody biomass,Oak,350,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.010945712,0.381379836,0.607674452,294.2183481,20.56627827,10.97277767,0.014256325,0.754507198,,1096.614447,1147.114669,41.16080723,338.8445867,,0.361,0.034403362,0.004465039,0.385600508,0.989054288,0.614399492,0.749225417,0.001645793,455.2368581,0.748134011,0.001091407,0.034437624,0.203745454,0.203076412,0.032455272,0.198710786,0.199379827,63.67239807,-18.93648341,624.3056483,1313.310715,454.5737085,530.8904643,0.547704419,0.204126058,0.548503431,0.204423845,0.203752576,0.032563335,0.199372414,0.200043683,#DIV/0!,11.09241454,182.3106836,1452.811269,23.15905418,109.0450575,120.0787441,1.87464818,1.693250528,9.102311894,14.5461706,0.596088992,0.367323559,0.274540715,20.66464217,71.5783875,30.06896984,0.272328821,2562.803604,956.9415793,1.347572247,-16.62268184,8.574396257,1.259634612,0.190322476,-0.002451825,#DIV/0!,#DIV/0!,92.65369036,,,,
WA078261,Oak 400°C,MIR071,,woody,Cornell ,,woody biomass,Oak,400,,,,,,,,,,,,,,,,,,,,0.241,3.5,450,4.58,7.6,0.0078,0.583,0.4093,261,6,3,1,3,5,1061,1462,61,321,bd,0.288,0.044776273,0.011485908,0.587552889,0.992249534,0.412447111,0.788,0.0017,468,0.75493439,0.032579539,0.03242731,0.170594195,0.170507043,0.031070089,0.040188889,0.04027604,10.4133778,4.051134712,72.68686663,1270.068958,440.4259155,535.7835896,0.490657269,0.162603178,0.511831807,0.169620392,0.169533738,0.030892732,0.039959478,0.040046132,#DIV/0!,5.319368258,85.92113414,169.1483959,15.45688794,32.63671898,24.5949754,0.197968286,7.338152292,1.175436188,0.171821504,0.057574481,-0.02214519,0.184249725,1.469121147,11.70637221,26.79510284,0.003232553,171.2026091,1932.415578,-1.826873704,3.55613669,8.511577952,-0.144549889,0.176653361,-0.043375147,0.001,0.09,93.21098344,,,,
WA078262,Oak 450°C,MIR072,,woody,Cornell ,,woody biomass,Oak,450,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.005858375,0.55016647,0.443975155,95.08,4.184550192,1.796933005,0.274456575,2.355631028,,1023.475917,1663.652534,25.17872029,229.231724,,0.276,0.029664274,0.001111859,0.553408545,0.994141625,0.446591455,0.850518001,0.001811029,469.6325742,0.837418907,0.013099094,0.029512199,0.112300396,0.112220122,0.028206204,0.059823745,0.05990402,29.51783114,-18.90935159,69.66618735,1225.71966,462.3996158,547.6785347,0.413469632,0.09911076,0.419937217,0.100661072,0.100589118,0.025282785,0.05362334,0.053695295,#DIV/0!,42.77882636,74.30715805,162.1190235,23.93605935,22.98373185,48.65984188,0.982921705,-0.322212892,1.495568731,0.69818103,0.066647666,-0.035219281,0.100061472,8.002801266,33.18296184,36.69825474,-0.001580257,164.3954365,1485.311277,0.685402235,-16.59886519,8.803548886,1.789923866,0.067839439,0.062710796,#DIV/0!,#DIV/0!,94.23733683,,,,
WA078263,Oak 500°C,MIR073,,woody,Cornell ,,woody biomass,Oak,500,,,,,,,,,,,,,,,,,,,,0.197,1.5,600,5.78,4.8,0.0372,0.6558,0.307,147,5,4,0,3,5,1538,1171,57,330,bd,0.252,0.022582586,#DIV/0!,0.681156202,0.962810803,0.318843798,0.839,0.0018,474,0.85334083,-0.014218981,0.02623721,0.0955854,0.095549969,0.024359754,0.152425893,0.152461324,15.79163453,12.60993964,7.029466007,1842.025463,457.2259634,524.3253972,0.372578844,0.085504615,0.366370667,0.084079875,0.084048709,0.021427593,0.134078532,0.134109698,#DIV/0!,4.85622402,100.3056058,16.35815319,21.77927536,10.72644403,33.70513096,-0.606551639,6.382874444,0.419250323,1.093622785,-0.024864997,-0.456825761,0.082492035,19.52449858,17.75242915,34.83873753,-0.014963262,13.84757474,830.8767582,2.534324232,11.06916264,11.80033218,-1.014510099,0.005971731,-0.043292213,0.1,0.1,89.96847637,,,,
WA078264,Oak 600°C,MIR074,,woody,Cornell ,,woody biomass,Oak,600,,,,,,,,,,,,,,,,,,,,0.208,0.7,635,6.38,4.8,0.0131,0.7116,0.2753,126,7,5,1,3,bd,1210,2061,100,52,bd,0.222,0.020107882,#DIV/0!,0.721020762,0.986882284,0.278979238,0.876,0.0017,510,0.855462528,0.020389313,0.02452574,0.084713646,0.084575315,0.022938256,0.003018062,0.003156393,150.0156216,-79.70760595,68.02300847,1449.152378,477.6300493,570.2808732,0.333669898,0.072601526,0.341622672,0.07433193,0.074210551,0.020127157,0.002648196,0.002769574,#DIV/0!,-46.96761286,136.611547,158.2952093,22.94282323,22.60298695,327.4469236,-0.600249174,-6.869669201,3.658937234,0.904932871,0.195365535,0.069873555,0.111742406,19.8317001,168.6425613,34.25149668,-0.015438902,159.6171853,2037.739494,0.387961158,-69.96833285,10.55712427,2.484818128,0.202259575,-0.020948679,0.007,0.095,98.34516244,,,,
WA078265,Paper Mill Waste 300°C,MIR075,,ash,Cornell ,,municipal,Paper,300,,,,,,,,,,,,,,,,,,,,0.23,6.72,nd,7.44,71.6,0.5035,0,0.4965,83,1046,0,17,6,827,258128,2783,2428,256,bd,0.672222222,0.014052085,0.017246694,-0.016869765,0.493156547,1.016869765,0.212,0.0009,234,0.143087192,0.068513332,0.010198009,0.268675031,0.260271662,-0.307340272,-0.013781665,-0.005378296,6405.594226,161.1352048,1836.639793,309134.9116,53.331362,91.9742299,0.574280683,0.953089303,0.849259054,1.409449671,1.365366207,-1.612284715,-0.072297611,-0.028214147,7.925,827.186582,311.5837159,4274.013851,136.1006578,25.7075545,17.83307459,0.703220125,1.088579599,7.087746729,8.211514681,2.273667801,0.252982889,-0.002115624,1.62105022,7200.955509,37.24418725,-0.157954105,3937.639869,3467.776202,-4.563357675,141.446497,149.4588998,130.1784604,7.3031279,3.037092936,0.0167,#DIV/0!,,,,,
WA078266,Paper Mill Waste 400°C,MIR076,,ash,Cornell ,,municipal,Paper,400,,,,,,,,,,,,,,,,,,,,0.269,8.01,nd,8.18,63,0.5458,0.0123,0.442,62,1210,5,22,9,830,266234,3279,2831,453,bd,0.609375,0.005999952,0.011487216,0.027017042,0.454249513,0.972982958,0.2,0.0011,185,0.110696608,0.089389435,0.008626706,0.242638361,0.233369473,-0.319485224,-0.124188269,-0.114919381,6968.733619,183.8211195,2116.333246,318843.0416,38.19227,80.5054833,0.513752252,0.910260487,0.928616126,1.645311651,1.58246005,-2.166404191,-0.842110887,-0.779259286,8.21,829.9584372,279.6300979,4924.883825,147.9232478,31.38206989,17.36299907,0.955168106,1.294171912,10.13382975,8.21660445,2.286579113,2.636489057,0.183955288,6.74524353,7834.018043,39.45489979,-0.121782589,4493.143531,5257.461167,0.965971011,161.3604765,159.191712,112.7794644,6.911577017,3.482606193,0.0183,#DIV/0!,,,,,
WA078267,Paper Mill Waste 500°C,MIR077,,ash,Cornell ,,municipal,Paper,500,,,,,,,,,,,,,,,,,,,,0.315,12.3,nd,9.28,25.2,0.5745,0.0003,0.4252,29,905,1,19,6,818,289226,3339,2739,295,bd,0.603333333,0.005906691,-0.001139659,0.000651688,0.425510129,0.999348312,0.192,0.0007,258,0.098991615,0.092643499,0.004532503,0.227010592,0.21781972,-0.351036547,-0.152754278,-0.143563406,6965.408365,165.3995692,2060.06404,346378.178,42.4506984,95.8360771,0.281830873,0.889188948,0.54558855,1.721356157,1.651664413,-2.661809371,-1.158291838,-1.088600095,9.355,817.5376399,227.4782542,4793.940694,152.0027536,33.62391152,17.62725177,1.505846042,4.701144167,9.261783056,8.506027848,2.407774756,1.475443253,0.169217688,12.04707425,7830.279903,42.57741058,-0.022661677,4385.322773,5265.424346,0.680960395,145.1898093,167.6920133,109.2272472,7.06126011,3.416989948,0.0218,#DIV/0!,,,,,
WA078268,Paper Mill Waste 600°C,MIR078,,ash,Cornell ,,municipal,Paper,600,,,,,,,,,,,,,,,,,,,,0.352,13.3,nd,11.14,71.6,0.5905,0,0.3995,34,990,bd,20,3,937,311232,3848,2940,370,bd,0.63,0.003180966,0.000777061,-0.004116629,0.409482888,1.004116629,0.192,0.0008,250,0.151919685,0.040315415,0.004181916,0.212106905,0.201949799,-0.378708086,0.040688141,0.050845247,7271.978942,291.0916724,2594.035069,372732.8966,158.4200653,233.7740664,0.259219822,0.828218915,0.328009818,1.048006027,0.997820448,-1.87117132,0.201037382,0.251222962,11.57,936.858339,321.4423132,6036.535774,160.1939395,50.52020434,21.24503813,13.20568452,11.69298855,11.26953771,11.02087115,3.266873589,1.539334018,-0.009682902,13.92069689,8174.916327,48.67113635,0.002596354,5414.241171,5461.893084,0.412978477,255.5239087,178.7107425,518.2019812,10.78680089,3.63820745,0.0228,#DIV/0!,,,,,
WA078269,Pine 300°C,MIR079,,woody,Cornell ,,woody biomass,Pine,300,,,,,,,,,,,,,,,,,,,,0.141,nd,157,6.74,19.2,0.0148,0.432,0.5532,289,19,6,4,3,255,2927,692,680,327,bd,0.575,0.023463465,#DIV/0!,0.438503657,0.985200207,0.561496343,0.621,0.001,676,0.671787468,-0.050694997,0.048565555,0.314578492,0.313847259,0.04432898,0.516627247,0.51735848,642.7381258,24.61552022,63.87943017,3505.34212,697.099257,751.5995198,0.931746249,0.380185707,0.861434022,0.35149581,0.350678763,0.049531201,0.577255972,0.578073018,#DIV/0!,255.1981845,113.6872479,148.6527573,141.500806,22.77498367,5.699004824,-0.182129804,3.207226946,0.948356201,1.194589241,0.271222419,0.160426102,0.426052318,2.665460444,722.5447765,5.020450137,0.417955552,148.9173261,636.0789235,1.187472769,21.60781134,5.651582677,27.25193745,0.603421321,0.01969745,#DIV/0!,#DIV/0!,86.32415839,,,,
WA078270,Pine 350°C,MIR080,,woody,Cornell ,,woody biomass,Pine,350,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.005813258,0.431504846,0.562681896,326.25,23.27259309,4.431049252,1.163404777,2.586756539,,1939.702689,386.5321761,388.5345836,134.3479023,,0.36,0.027767918,0.00156198,0.434027963,0.994186742,0.565972037,0.69780467,0.00079774,874.7274332,0.706703876,-0.008899207,0.043574305,0.252010028,0.251941071,0.04118235,0.287537897,0.287606854,76.86005489,-25.26082403,17.35816239,2322.997232,885.8829621,1020.094144,0.744084331,0.271085929,0.734714409,0.267672265,0.267599022,0.043741803,0.305408165,0.305481408,#DIV/0!,49.29220536,48.3465386,40.39389039,131.0136894,20.62774689,12.63056155,1.093747473,0.578819861,1.099136949,0.706203407,-0.145077212,0.278114976,0.673792889,8.759599542,86.40351171,5.073650051,0.598633032,35.54887508,1373.760707,3.149566939,-22.17426709,3.620453692,4.307634529,-0.239066865,-0.076320194,#DIV/0!,#DIV/0!,97.65346827,,,,
WA078271,Pine 400°C,MIR081,,woody,Cornell ,,woody biomass,Pine,400,,,,,,,,,,,,,,,,,,,,0.167,1.4,413,4.57,10.8,0.0105,0.5348,0.4547,304,5,3,1,2,35,2247,373,482,351,bd,0.297,0.036548103,#DIV/0!,0.540447925,0.989478677,0.459552075,0.744,0.0009,900,0.763223879,-0.018963569,0.036528375,0.207860292,0.207209827,0.033187197,0.283064102,0.283714567,137.7783817,11.7417657,500.9443374,2690.71375,919.8799303,1046.096047,0.584831906,0.20963785,0.570300783,0.204429049,0.203789322,0.032639361,0.278391436,0.279031163,#DIV/0!,34.83260488,103.0348017,1165.739219,257.9485165,65.91715572,21.074869,-0.67084053,3.696605411,1.734467126,21.53008516,0.225290559,0.092312728,0.255453851,7.253984374,154.8858641,10.03800236,0.238401074,1137.868485,141.1257054,1.438579306,10.3070687,4.539711963,3.848731309,0.283766257,-0.045943024,0.002,0.08,93.80492682,,,,
